Sat Nov 16 01:28:43 2024    profile_stats

         137885 function calls (129299 primitive calls) in 0.335 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        4    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\enum.py:967(_get_mixins_)
        2    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\contextlib.py:272(contextmanager)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_polynomial_impl.py:1080(poly1d)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\_machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\threading.py:616(set)
       14    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:145(_check_size)
       10    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
        3    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:509(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\__config__.py:14(DisplayModes)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_array_utils_impl.py:1(<module>)
        4    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\typing.py:2131(runtime_checkable)
        2    0.000    0.000    0.000    0.000 <frozen os>:723(__delitem__)
      114    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\numerictypes.py:622(_register_types)
       48    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\re\_parser.py:83(groups)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\_asarray.py:1(<module>)
      152    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\_dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\__init__.py:506(hugepage_setup)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\__future__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\random.py:126(__init__)
       53    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\fromnumeric.py:3364(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\threading.py:424(notify_all)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
      176    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:446(__getattr__)
        4    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\enum.py:1008(_find_data_type_)
       28    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\enum.py:1129(__new__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_version.py:1(<module>)
        8    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\pets.py:635(after_attack_trigger)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\pickle.py:1129(_Unpickler)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\linalg\_linalg.py:59(SVDResult)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\_add_newdocs_scalars.py:18(numeric_type_aliases)
        6    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_arrayterator_impl.py:1(<module>)
       14    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\re\_parser.py:231(__init__)
       20    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\mixins.py:18(_binary_method)
        1    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\rand.py:1(<module>)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\random.py:135(seed)
       24    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\numerictypes.py:590(_scalar_type_key)
        2    0.000    0.000    0.000    0.000 {built-in method nt.unsetenv}
       10    0.000    0.000    0.000    0.000 <frozen os>:783(encodekey)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\_ufunc_config.py:460(__call__)
        1    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\lists.py:77(SAPList)
        9    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\random.py:110(Random)
        8    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\re\_parser.py:86(opengroup)
       45    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       65    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_iotools.py:451(StringConverter)
       42    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\_add_newdocs_scalars.py:83(<genexpr>)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_function_base_impl.py:2213(vectorize)
       10    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\pets.py:603(before_attack_trigger)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\matrixlib\defmatrix.py:72(matrix)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       16    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\_add_newdocs_scalars.py:19(type_aliases_gen)
      138    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\player.py:35(Player)
        1    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\battle.py:457(check_self_summoned_triggers)
        2    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\_ufunc_config.py:441(__enter__)
       14    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       20    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\pets.py:375(friend_summoned_trigger)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:442(LibraryLoader)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\linalg\_linalg.py:47(EighResult)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_pytesttester.py:1(<module>)
       11    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\re\_parser.py:372(_escape)
      114    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        2    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\arrayprint.py:537(decorating_function)
       24    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\threading.py:588(__init__)
      114    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
       49    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\linalg\_linalg.py:51(QRResult)
        1    0.000    0.000    0.000    0.000 <frozen os>:1143(add_dll_directory)
        1    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\battle.py:14(Battle)
       29    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\re\_parser.py:172(__setitem__)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\linalg\_linalg.py:55(SlogdetResult)
       12    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\re\_compiler.py:467(_get_charset_prefix)
        8    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\enum.py:850(__setattr__)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\threading.py:1043(_set_tstate_lock)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
       70    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\re\_parser.py:113(__init__)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x000001AFAAAD84A0}
        1    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\lists.py:6(Slot)
       76    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_arraysetops_impl.py:140(_unique_dispatcher)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:275(dirname)
        4    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\re\_parser.py:274(getuntil)
       28    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\re\_compiler.py:570(isstring)
        1    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\pets.py:735(knockout_trigger)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\_add_newdocs_scalars.py:54(_get_platform_and_machine)
        1    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\pets.py:12(Pet)
       45    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\collections\__init__.py:429(<genexpr>)
        1    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\shop.py:509(ShopLearn)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        2    0.000    0.000    0.000    0.000 <frozen zipimport>:104(find_spec)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\numbers.py:57(Complex)
       13    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\enum.py:79(_is_private)
       77    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:389(__getattr__)
       24    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\typing.py:295(_check_generic)
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       15    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\enum.py:785(__delattr__)
       13    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\mixins.py:38(_inplace_binary_method)
        2    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\enum.py:1035(_find_new_)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\threading.py:394(notify)
        6    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\effects.py:53(get_effect_function)
       45    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       10    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\pets.py:107(get_damage)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:236(split)
        8    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_typing\__init__.py:56(__init_subclass__)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\threading.py:871(Thread)
        5    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\pets.py:570(sob_trigger)
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\random.py:889(getrandbits)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\threading.py:314(_is_owned)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:396(__getitem__)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\warnings.py:168(simplefilter)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\pickle.py:401(_Pickler)
       77    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\rand.py:18(__init__)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\numbers.py:319(Integral)
       14    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\re\_parser.py:953(fix_flags)
       86    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\_compat_pickle.py:167(<genexpr>)
       44    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\_internal.py:252(_missing_ctypes)
       14    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\mixins.py:28(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:107(join)
        1    0.000    0.000    0.000    0.000 {built-in method nt._add_dll_directory}
        4    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\getlimits.py:716(max)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\numbers.py:172(Real)
        1    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\teams.py:9(Team)
       13    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\enum.py:59(_is_sunder)
       22    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\_type_aliases.py:118(<lambda>)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_index_tricks_impl.py:328(AxisConcatenator)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        6    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\typing.py:2330(get_origin)
        7    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       28    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        3    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\threading.py:277(__init__)
        4    0.000    0.000    0.000    0.000 <frozen ntpath>:179(splitroot)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\platform.py:843(uname_result)
        2    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\teams.py:272(__len__)
       12    0.000    0.000    0.000    0.000 <frozen os>:777(check_str)
        7    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\enum.py:202(__get__)
       53    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\multiarray.py:684(result_type)
       10    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\pets.py:110(hurt)
        1    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\teams.py:198(index)
        1    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\status.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <frozen zipimport>:312(_get_module_info)
       11    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\enum.py:48(_is_dunder)
       13    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\enum.py:70(_is_internal_class)
       29    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\re\_compiler.py:428(_get_iscased)
        3    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\pets.py:683(hurt_trigger)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_datasource.py:532(Repository)
        6    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\_exceptions.py:17(_display_as_base)
       43    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\_compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_typing\_shape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:588(abspath)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\_internal.py:261(_ctypes)
        5    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\enum.py:38(_is_descriptor)
       11    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
       14    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\re\_parser.py:77(__init__)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_expired_attrs_2_0.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:388(__subclasshook__)
       23    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\overrides.py:173(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_utils\_inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_iotools.py:228(NameValidator)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\threading.py:1458(_DummyThread)
        1    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_npyio_impl.py:106(NpzFile)
        3    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
        6    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\typing.py:1088(<genexpr>)
       16    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\typing.py:2806(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\re\__init__.py:255(escape)
        1    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\foods.py:10(Food)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\hmac.py:27(HMAC)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
        2    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\enum.py:383(__init__)
        1    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\teams.py:330(TeamSlot)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\enum.py:957(_check_for_existing_members_)
        4    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\__init__.py:158(__getattr__)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\platform.py:795(_Processor)
       33    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\_distutils_hack\__init__.py:109(<lambda>)
        2    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\numbers.py:292(Rational)
        1    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\shop.py:735(ShopSlot)
        4    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\re\_parser.py:304(checkgroupname)
        8    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\typing.py:485(__getattr__)
       28    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\lists.py:148(nslots)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\threading.py:265(Condition)
       15    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\re\_compiler.py:31(_combine_flags)
       10    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\player.py:17(storeaction)
        7    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\threading.py:124(RLock)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_version.py:14(NumpyVersion)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_typing\_nbit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\threading.py:855(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\pickle.py:257(_Unframer)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\arrayprint.py:951(FloatingFormat)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\threading.py:577(Event)
        4    0.000    0.000    0.000    0.000 <frozen zipimport>:299(_get_module_path)
        2    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\_ufunc_config.py:457(__exit__)
        6    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_pytesttester.py:75(__init__)
       18    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\_exceptions.py:116(_ArrayMemoryError)
        7    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\getlimits.py:159(_register_type)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\getlimits.py:383(finfo)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\_internal.py:630(_Stream)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        3    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\typing.py:1433(__mro_entries__)
       10    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       18    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.LoadLibrary}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
